,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy,StrategyParameters
0,2019-01-31,2023-03-30,1519 days,20.723684210526315,518.7188537790346,645605.4074159758,-99.48128114622097,30.991735537190085,-71.73278506188892,24.5673940488037,0.0,0.0,0.0,-99.92377495530549,-15.220279085902485,420 days,66 days,29,48.275862068965516,99.90116804169796,-99.90111053061662,-16.59260716716001,81 days,10 days,1.5674949411404806,4.491200724602132,-0.13503370866516343,"                   Equity  DrawdownPct DrawdownDuration
2019-01-31  100000.000000     0.000000              NaT
2019-02-01  100000.000000     0.000000              NaT
2019-02-02  100000.000000     0.000000              NaT
2019-02-03  100000.000000     0.000000              NaT
2019-02-04  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-26     506.677099     0.999215              NaT
2023-03-27     511.806251     0.999207              NaT
2023-03-28     513.342385     0.999205              NaT
2023-03-29     520.254988     0.999194              NaT
2023-03-30     518.718854     0.999197          69 days

[1520 rows x 3 columns]","         Size  EntryBar  ExitBar  EntryPrice     ExitPrice            PnL  \
0  -132891778        39       39    0.000752  8.349000e-04  -10951.345641   
1    92864067       107      109    0.000959  1.196250e-03   22039.986206   
2   -96456900       164      166    0.001152  8.632500e-04   27822.221150   
3   294338841       280      288    0.000472  4.280000e-04  -12933.837351   
4  -294928699       288      295    0.000427  3.217500e-04   31083.715302   
5   421363562       350      371    0.000373  4.650000e-04   38873.316776   
6  -519382830       397      406    0.000377  2.842500e-04   48299.486893   
7   879949643       457      465    0.000278  2.493000e-04  -24862.097213   
8  -638985663       585      666    0.000343  3.110000e-04   20646.904743   
9   770222740       666      669    0.000312  3.887500e-04   59405.739491   
10 -977277324       695      702    0.000306  3.377000e-04  -30602.462124   
11  641830282       710      710    0.000419  3.762000e-04  -27365.075903   
12  -39545673       835      839    0.006106  4.587750e-03   60030.885253   
13  102831738       916      918    0.002932  3.650000e-03   73848.406981   
14  -98041715       963      982    0.003828  4.219600e-03  -38360.977911   
15   81389705      1005     1010    0.004140  3.709800e-03  -35035.337973   
16  -89036085      1024     1038    0.003391  2.549250e-03   74964.287910   
17  188358294      1115     1120    0.002001  1.797300e-03  -38367.454338   
18 -189399660      1168     1176    0.001787  1.970100e-03  -34599.908688   
19  295931506      1290     1296    0.001027  9.398160e-04  -25815.288994   
20 -350098645      1339     1357    0.000794  5.970000e-04   69112.273312   
21  408174743      1370     1378    0.000851  7.641000e-04  -35347.116394   
22 -474220552      1384     1391    0.000658  6.500000e-07  311578.077722   
23  835194576      1446     1469    0.000746  7.382000e-07 -622847.858402   
24    -887609      1471     1482    0.000695  7.550000e-04     -53.604483   
25     744122      1482     1487    0.000757  6.795000e-04     -57.304835   
26    -768808      1498     1498    0.000658  6.590000e-04      -1.013289   
27     766531      1512     1516    0.000658  6.610000e-04       2.058902   
28    -768067      1516     1519    0.000660  6.440000e-04      12.041754   

    ReturnPct  EntryTime   ExitTime Duration  
0   -0.109513 2019-03-11 2019-03-11   0 days  
1    0.247505 2019-05-18 2019-05-20   2 days  
2    0.250451 2019-07-14 2019-07-16   2 days  
3   -0.093109 2019-11-07 2019-11-15   8 days  
4    0.246741 2019-11-15 2019-11-22   7 days  
5    0.247505 2020-01-16 2020-02-06  21 days  
6    0.246509 2020-03-03 2020-03-12   9 days  
7   -0.101796 2020-05-02 2020-05-10   8 days  
8    0.094118 2020-09-07 2020-11-27  81 days  
9    0.247505 2020-11-27 2020-11-30   3 days  
10  -0.102204 2020-12-26 2021-01-02   7 days  
11  -0.101796 2021-01-10 2021-01-10   0 days  
12   0.248620 2021-05-15 2021-05-19   4 days  
13   0.244947 2021-08-04 2021-08-06   2 days  
14  -0.102204 2021-09-20 2021-10-09  19 days  
15  -0.103970 2021-11-01 2021-11-06   5 days  
16   0.248276 2021-11-20 2021-12-04  14 days  
17  -0.101796 2022-02-19 2022-02-24   5 days  
18  -0.102204 2022-04-13 2022-04-21   8 days  
19  -0.084936 2022-08-13 2022-08-19   6 days  
20   0.248497 2022-10-01 2022-10-19  18 days  
21  -0.101796 2022-11-01 2022-11-09   8 days  
22   0.999012 2022-11-15 2022-11-22   7 days  
23  -0.999011 2023-01-16 2023-02-08  23 days  
24  -0.086944 2023-02-10 2023-02-21  11 days  
25  -0.101796 2023-02-21 2023-02-26   5 days  
26  -0.002004 2023-03-09 2023-03-09   0 days  
27   0.004080 2023-03-23 2023-03-27   4 days  
28   0.023766 2023-03-27 2023-03-30   3 days  ",BTTBUSD,MACD,
0,2019-06-18,2023-03-31,1382 days,37.16558206796818,75661.1467842763,125652.76712388395,-24.338853215723706,210.94394005414497,-7.096460565687268,34.42631560106727,0.0,0.0,0.0,-45.24105060962743,-21.124082144345717,934 days,250 days,30,36.666666666666664,26.01164680629856,-10.220718919650796,-0.2739491731211352,65 days,17 days,1.124675904533887,0.7667294139172072,-0.406099009109153,"                   Equity  DrawdownPct DrawdownDuration
2019-06-18  100000.000000     0.000000              NaT
2019-06-19  100000.000000     0.000000              NaT
2019-06-20  100000.000000     0.000000              NaT
2019-06-21  100000.000000     0.000000              NaT
2019-06-22  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27   73861.878266     0.412175              NaT
2023-03-28   74120.745686     0.410114              NaT
2023-03-29   76285.088490     0.392890              NaT
2023-03-30   75661.267160     0.397854              NaT
2023-03-31   75661.146784     0.397855         934 days

[1383 rows x 3 columns]","    Size  EntryBar  ExitBar    EntryPrice     ExitPrice           PnL  \
0    -10        36       36   9880.644422  10890.489844 -10098.454219   
1      5        51       51  15949.748912  14326.121777  -8118.135674   
2     -8        66       74  10124.020951  11158.740527  -8277.756609   
3      8       136      153   9157.108717   8225.556152  -7452.420516   
4     -8       155      169   8236.505695   9078.312891  -6734.457563   
5      7       205      230   8239.621154  10280.384522  14285.343570   
6     -8       258      268   8456.447742   6389.469727  16535.824124   
7     12       307      317   7230.558718   9020.158081  21475.192359   
8    -13       380      380   8553.659180   9427.121387 -11355.008693   
9     10       404      415   9638.098072  12022.420654  23843.225819   
10   -12       447      457  10324.180377  11379.357129 -12662.121023   
11     9       483      485  11614.502953  10487.917090 -10139.272770   
12   -13       489      489   7243.387514   7983.693652  -9623.979803   
13     7       492      498  12873.853541  11563.717676  -9170.951057   
14    -1       678      678  48783.113250  53752.591406  -4969.478156   
15     1       773      797  40143.219937  50075.708008   9932.488070   
16    -2       828      836  43504.020719  47947.719531  -8887.397625   
17     1       842      891  55524.045187  57168.675781   1644.630594   
18    -1       891      934  57054.338430  42213.565430  14840.773000   
19     2       972      979  42166.249202  37870.460995  -8591.576413   
20    -2       981      986  38175.085074  42076.853217  -7803.536286   
21     1      1009     1033  42464.749865  40557.547694  -1907.202171   
22    -1      1033     1056  40476.432599  30418.154769  10058.277830   
23     3      1136     1164  22989.577380  21368.150000  -4864.282140   
24    -3      1164     1229  21325.413700  20596.430000   2186.951100   
25     4      1229     1239  20637.622860  18536.769000  -8403.415440   
26    -4      1243     1304  16993.432317  18727.713606  -6937.125153   
27     3      1305     1317  18885.773660  23559.029345  14019.767055   
28    -4      1361     1364  20321.868989  22396.975701  -8300.426850   
29     2      1369     1382  27475.088959  28042.924670   1135.671422   

    ReturnPct  EntryTime   ExitTime Duration  
0   -0.102204 2019-07-24 2019-07-24   0 days  
1   -0.101796 2019-08-08 2019-08-08   0 days  
2   -0.102204 2019-08-23 2019-08-31   8 days  
3   -0.101730 2019-11-01 2019-11-18  17 days  
4   -0.102204 2019-11-20 2019-12-04  14 days  
5    0.247677 2020-01-09 2020-02-03  25 days  
6    0.244426 2020-03-02 2020-03-12  10 days  
7    0.247505 2020-04-20 2020-04-30  10 days  
8   -0.102116 2020-07-02 2020-07-02   0 days  
9    0.247385 2020-07-26 2020-08-06  11 days  
10  -0.102204 2020-09-07 2020-09-17  10 days  
11  -0.096998 2020-10-13 2020-10-15   2 days  
12  -0.102204 2020-10-19 2020-10-19   0 days  
13  -0.101767 2020-10-22 2020-10-28   6 days  
14  -0.101869 2021-04-26 2021-04-26   0 days  
15   0.247426 2021-07-30 2021-08-23  24 days  
16  -0.102145 2021-09-23 2021-10-01   8 days  
17   0.029620 2021-10-07 2021-11-25  49 days  
18   0.260116 2021-11-25 2022-01-07  43 days  
19  -0.101877 2022-02-14 2022-02-21   7 days  
20  -0.102207 2022-02-23 2022-02-28   5 days  
21  -0.044913 2022-03-23 2022-04-16  24 days  
22   0.248497 2022-04-16 2022-05-09  23 days  
23  -0.070529 2022-07-28 2022-08-25  28 days  
24   0.034184 2022-08-25 2022-10-29  65 days  
25  -0.101797 2022-10-29 2022-11-08  10 days  
26  -0.102056 2022-11-12 2023-01-12  61 days  
27   0.247448 2023-01-13 2023-01-25  12 days  
28  -0.102112 2023-03-10 2023-03-13   3 days  
29   0.020667 2023-03-18 2023-03-31  13 days  ",BTCBUSD,MACD,
